Case ID,FG_massflow(kg/h),FG_co2_cons(mol_ratio)_i,FG_temp(C)_i,LA_massflow(kg/h),LA_temp(C)_i,WWT_flowrate(kg/h),WWB_flowrate(kg/h),RA_to_Reg_temp_i,Reb_duty(kJ/h),LA_cool_duty(kJ/h),WWT_cool_duty(kJ/h),WWT_cool_duty2(kJ/h),MEA_emission_ppm(mass_ratio),CO2_massflow_offgas(kg/h),MEA_emission(kg/h),FG_flowrate(Sm3/h),L/G (kg/kg)_i,L/G (kg/Sm3),Lean_loading(mol/mol)_i,Cap_co2(kg/h),Cap_eff(%)_o,Rich_loading(mol/mol)_o,RA_flowrate(kg/h),RA_temp_after_abs_o,Reb_duty(KJ/h),Cond_duty(kJ/h),SRD(MJ/kgco2)_o,SCD(MJ/kgco2)_o,Co2_purity(%mol)_o,Co2_prod_flowrate(kg/h),Reg_bttm_temp,Reg_bttm_flowrate(kg/h),LA_temp_after_HE_,HE_left_min_apprch_i,HE_right_min_apprch,LMTD,MEA_mkp(kg/h),Abs_ht(m)_i,SLAD(MJ/kgco2)_o,FG_co2_cons(%mol)
Case#4730,72070,0.0905,35,166700,30,55000,55010,104.5,20000000,6643000,1910000,3082000,0.001056,3841,1.06E-09,57660,2.313,2.891,0.3282,5871,60.45,0.4909,171900,39.52,20000000,7364000,3.406,1.254,0.9847,5904,115.9,166000,42.5,2.985,11.44,6.295,0,12,1.131493783,9.05
Case#4731,72070,0.0905,35,166700,30,55000,55010,104.5,28000000,10510000,2469000,3771000,0.001862,2280,1.86E-09,57660,2.313,2.891,0.2778,7432,76.52,0.484,173200,41.68,28000000,9597000,3.767,1.291,0.9854,7475,118.7,165800,49.26,7.58,14.16,10.53,0,12,1.414155005,9.05
Case#4732,72070,0.0905,35,166700,30,55000,55010,104.5,36000000,15200000,2641000,3983000,0.002697,1180,2.70E-09,57660,2.313,2.891,0.2322,8532,87.85,0.469,174300,44.65,36000000,12320000,4.219,1.444,0.9858,8595,120.4,165700,57.13,12.47,15.91,14.12,0,12,1.781528364,9.05
Case#4733,72070,0.0905,35,166700,30,55000,55010,104.5,44000000,19720000,2533000,3872000,0.003027,711.4,3.03E-09,57660,2.313,2.891,0.1968,9001,92.68,0.4467,174800,47.01,44000000,16160000,4.888,1.795,0.986,9057,121.4,165800,64.47,17.47,16.88,17.17,0,12,2.190867681,9.05
Case#4734,72070,0.0905,35,166700,30,55000,55010,104.5,52000000,22030000,2408000,3734000,0.003094,521.2,3.09E-09,57660,2.313,2.891,0.171,9191,94.63,0.4261,175100,48.36,52000000,22240000,5.658,2.419,0.9861,9255,121.9,165800,67.98,19.62,17.44,18.51,0,12,2.396910021,9.05
Case#4735,72070,0.0905,35,166700,30,55000,55010,106,28000000,8745000,2528000,3842000,0.002015,2059,2.02E-09,57660,2.313,2.891,0.27,7654,78.8,0.4823,173400,42.11,28000000,11140000,3.658,1.455,0.9855,7703,119,165700,46.01,3.891,13.01,7.554,0,12,1.142539848,9.05
Case#4736,72070,0.0905,35,166700,30,55000,55010,106,36000000,13460000,2634000,3977000,0.002769,1090,2.77E-09,57660,2.313,2.891,0.227,8622,88.78,0.4663,174400,45.03,36000000,14050000,4.175,1.63,0.9858,8689,120.6,165700,54.04,9.01,14.57,11.57,0,12,1.561122709,9.05
Case#4737,72070,0.0905,35,166700,30,55000,55010,106,44000000,17970000,2520000,3857000,0.003041,684.6,3.04E-09,57660,2.313,2.891,0.1939,9028,92.95,0.4444,174900,47.18,44000000,17940000,4.874,1.988,0.986,9084,121.4,165800,61.45,14.27,15.45,14.85,0,12,1.990474081,9.05
Case#4738,72070,0.0905,35,166700,30,55000,55010,106,52000000,20890000,2402000,3727000,0.003095,514.9,3.10E-09,57660,2.313,2.891,0.1699,9197,94.7,0.4252,175100,48.41,52000000,23390000,5.654,2.544,0.9862,9257,122,165800,66.05,17.64,15.96,16.78,0,12,2.271392845,9.05
Case#4739,72070,0.0905,35,166700,40,55000,55010,103,20000000,2937000,3174000,4498000,0.001968,4131,1.97E-09,57660,2.313,2.891,0.3376,5581,57.46,0.4923,170900,39.3,20000000,6277000,3.584,1.125,0.9845,5613,115.4,165300,45.47,6.169,12.36,8.91,0,12,0.526249776,9.05
Case#4740,72070,0.0905,35,166700,40,55000,55010,103,28000000,6655000,3778000,5127000,0.003456,2499,3.46E-09,57660,2.313,2.891,0.2857,7213,74.27,0.4858,172100,41.25,28000000,8319000,3.882,1.153,0.9853,7254,118.3,164900,52.08,10.83,15.33,12.95,0,12,0.922639678,9.05
Case#4741,72070,0.0905,35,166700,40,55000,55010,103,36000000,11170000,4033000,5398000,0.005267,1268,5.27E-09,57660,2.313,2.891,0.2376,8445,86.95,0.4719,173200,44.21,36000000,10860000,4.263,1.286,0.9858,8505,120.3,164700,59.76,15.55,17.27,16.39,0,12,1.32267614,9.05
Case#4742,72070,0.0905,35,166700,40,55000,55010,103,44000000,15480000,3978000,5351000,0.006191,723.6,6.19E-09,57660,2.313,2.891,0.1996,8989,92.55,0.4492,173800,46.81,44000000,14800000,4.895,1.647,0.986,9050,121.3,164800,66.8,19.99,18.35,19.16,0,12,1.722104795,9.05
Case#4743,72070,0.0905,35,166700,40,55000,55010,103,52000000,17350000,3884000,5265000,0.006481,513.8,6.48E-09,57660,2.313,2.891,0.1722,9198,94.71,0.4276,174100,48.28,52000000,21270000,5.653,2.312,0.9861,9267,122,164800,69.63,21.35,18.95,20.13,0,12,1.886279626,9.05
Case#4744,72070,0.0905,35,166700,40,55000,55010,104.5,20000000,1369000,3297000,4629000,0.002183,3828,2.18E-09,57660,2.313,2.891,0.3282,5884,60.59,0.4913,171100,39.59,20000000,7370000,3.399,1.253,0.9847,5917,116,165200,42.53,2.938,11.48,6.268,0,12,0.232664854,9.05
Case#4745,72070,0.0905,35,166700,40,55000,55010,104.5,28000000,5074000,3846000,5197000,0.003745,2268,3.75E-09,57660,2.313,2.891,0.2778,7444,76.65,0.4844,172300,41.64,28000000,9609000,3.761,1.291,0.9854,7490,118.7,164800,49.19,7.549,14.2,10.53,0,12,0.681622783,9.05
Case#4746,72070,0.0905,35,166700,40,55000,55010,104.5,36000000,9639000,4035000,5397000,0.00544,1167,5.44E-09,57660,2.313,2.891,0.2322,8545,87.98,0.4694,173300,44.6,36000000,12350000,4.213,1.445,0.9858,8610,120.4,164700,57.04,12.44,15.95,14.12,0,12,1.128028087,9.05
Case#4747,72070,0.0905,35,166700,40,55000,55010,104.5,44000000,14090000,3970000,5344000,0.006229,698.6,6.23E-09,57660,2.313,2.891,0.197,9014,92.81,0.4473,173800,46.96,44000000,16210000,4.882,1.798,0.986,9072,121.4,164800,64.41,17.45,16.91,17.18,0,12,1.563124029,9.05
Case#4748,72070,0.0905,35,166700,40,55000,55010,104.5,52000000,16360000,3881000,5262000,0.006487,508.4,6.49E-09,57660,2.313,2.891,0.1713,9204,94.77,0.4268,174100,48.32,52000000,22260000,5.65,2.419,0.9861,9269,122,164900,67.97,19.65,17.47,18.54,0,12,1.777488049,9.05
Case#4749,72070,0.0905,35,166700,40,55000,55010,106,28000000,3276000,3904000,5257000,0.004043,2048,4.04E-09,57660,2.313,2.891,0.27,7665,78.92,0.4827,172500,42.07,28000000,11150000,3.653,1.454,0.9855,7716,119,164800,45.92,3.845,13.05,7.533,0,12,0.42739726,9.05
Case#4750,72070,0.0905,35,166700,40,55000,55010,106,36000000,7883000,4034000,5397000,0.005595,1077,5.60E-09,57660,2.313,2.891,0.2271,8635,88.91,0.4667,173400,44.97,36000000,14080000,4.169,1.631,0.9858,8703,120.6,164700,53.93,8.963,14.61,11.56,0,12,0.912912565,9.05
Case#4751,72070,0.0905,35,166700,40,55000,55010,106,44000000,12310000,3961000,5335000,0.00627,672,6.27E-09,57660,2.313,2.891,0.1941,9040,93.08,0.4451,173900,47.13,44000000,17990000,4.867,1.99,0.986,9098,121.5,164800,61.36,14.22,15.48,14.84,0,12,1.361725664,9.05
Case#4752,72070,0.0905,35,166700,40,55000,55010,106,52000000,15210000,3877000,5258000,0.006494,502.1,6.49E-09,57660,2.313,2.891,0.1702,9210,94.83,0.4259,174100,48.37,52000000,23430000,5.646,2.544,0.9861,9272,122,164900,66.02,17.65,15.99,16.8,0,12,1.651465798,9.05
Case#4753,72070,0.0905,35,166700,50,55000,55010,103,28000000,1170000,4956000,6250000,0.006109,2484,6.11E-09,57660,2.313,2.891,0.2856,7228,74.43,0.4862,170900,41.23,28000000,8333000,3.874,1.153,0.9853,7271,118.4,163700,52.06,10.83,15.4,12.98,0,12,0.161870504,9.05
Case#4754,72070,0.0905,35,166700,50,55000,55010,103,36000000,5580000,5202000,6460000,0.009227,1258,9.23E-09,57660,2.313,2.891,0.2375,8455,87.05,0.4722,171900,44.18,36000000,10890000,4.258,1.288,0.9858,8518,120.3,163400,59.75,15.57,17.33,16.43,0,12,0.659964518,9.05
Case#4755,72070,0.0905,35,166700,50,55000,55010,103,44000000,9807000,5182000,6451000,0.01095,717.4,1.10E-08,57660,2.313,2.891,0.1998,8995,92.61,0.4496,172500,46.77,44000000,14860000,4.892,1.652,0.986,9058,121.4,163500,66.81,20.03,18.4,19.2,0,12,1.090272374,9.05
Case#4756,72070,0.0905,35,166700,50,55000,55010,103,52000000,11620000,5121000,6401000,0.0116,508.2,1.16E-08,57660,2.313,2.891,0.1725,9204,94.77,0.4281,172800,48.25,52000000,21330000,5.65,2.317,0.9861,9275,122,163600,69.65,21.4,18.99,20.17,0,12,1.262494568,9.05
Case#4757,72070,0.0905,35,166700,50,55000,55010,104.5,36000000,4024000,5208000,6467000,0.009531,1159,9.53E-09,57660,2.313,2.891,0.2323,8553,88.07,0.4697,172000,44.56,36000000,12380000,4.209,1.447,0.9858,8620,120.5,163400,57.01,12.45,16,14.15,0,12,0.470478195,9.05
Case#4758,72070,0.0905,35,166700,50,55000,55010,104.5,44000000,8395000,5177000,6447000,0.01103,692.8,1.10E-08,57660,2.313,2.891,0.1973,9019,92.87,0.4477,172600,46.93,44000000,16260000,4.878,1.803,0.986,9080,121.5,163500,64.39,17.46,16.95,17.21,0,12,0.930812729,9.05
Case#4759,72070,0.0905,35,166700,50,55000,55010,104.5,52000000,10630000,5119000,6399000,0.01162,502.8,1.16E-08,57660,2.313,2.891,0.1716,9209,94.82,0.4274,172900,48.29,52000000,22310000,5.646,2.423,0.9861,9277,122,163600,67.99,19.7,17.51,18.58,0,12,1.154305571,9.05
Case#4760,72070,0.0905,35,166700,50,55000,55010,106,36000000,2244000,5210000,6470000,0.009808,1071,9.81E-09,57660,2.313,2.891,0.2272,8641,88.97,0.4671,172100,44.93,36000000,14110000,4.166,1.632,0.9858,8711,120.7,163400,53.88,8.952,14.66,11.57,0,12,0.259692165,9.05
Case#4761,72070,0.0905,35,166700,50,55000,55010,106,44000000,6605000,5171000,6442000,0.01111,666.5,1.11E-08,57660,2.313,2.891,0.1944,9046,93.14,0.4455,172600,47.1,44000000,18040000,4.864,1.994,0.986,9106,121.5,163500,61.32,14.23,15.52,14.87,0,12,0.730156975,9.05
Case#4762,72070,0.0905,35,166700,50,55000,55010,106,52000000,9459000,5116000,6397000,0.01163,496.5,1.16E-08,57660,2.313,2.891,0.1705,9216,94.89,0.4264,172900,48.34,52000000,23480000,5.643,2.547,0.9861,9279,122,163600,66.02,17.68,16.03,16.84,0,12,1.026367188,9.05
Case#4763,72070,0.0905,35,233300,30,55000,55010,103,20000000,12080000,700500,1341000,0.0004884,3925,4.88E-10,57660,3.238,4.047,0.3728,5788,59.59,0.4873,239000,42.66,20000000,6481000,3.456,1.12,0.9837,5804,112.6,233200,46.49,3.825,9.57,6.265,0,12,2.08707671,9.05
Case#4764,72070,0.0905,35,233300,30,55000,55010,103,28000000,17750000,920900,1717000,0.0006909,2620,6.91E-10,57660,3.238,4.047,0.3375,7092,73.03,0.478,240300,45.14,28000000,8016000,3.948,1.13,0.9846,7140,115.3,233100,53.73,8.585,12.31,10.34,0,12,2.502820079,9.05
Case#4765,72070,0.0905,35,233300,30,55000,55010,103,36000000,24130000,974700,1816000,0.0009024,1562,9.02E-10,57660,3.238,4.047,0.3002,8151,83.92,0.4617,241300,47.7,36000000,9420000,4.417,1.156,0.9851,8202,117.5,233100,61.56,13.86,14.54,14.2,0,12,2.96037296,9.05
Case#4766,72070,0.0905,35,233300,30,55000,55010,103,44000000,30030000,795900,1536000,0.001003,873.6,1.00E-09,57660,3.238,4.047,0.2565,8839,91.01,0.4317,242100,50.19,44000000,12040000,4.978,1.363,0.9855,8894,119.5,233200,68.34,18.15,16.51,17.32,0,12,3.39744315,9.05
Case#4767,72070,0.0905,35,233300,30,55000,55010,103,52000000,33290000,557800,1126000,0.0009802,574.1,9.80E-10,57660,3.238,4.047,0.2169,9138,94.09,0.398,242500,51.77,52000000,17530000,5.69,1.919,0.9858,9194,120.8,233300,71.69,19.92,17.82,18.85,0,12,3.643029109,9.05
Case#4768,72070,0.0905,35,233300,30,55000,55010,104.5,20000000,10610000,768200,1458000,0.0005379,3550,5.38E-10,57660,3.238,4.047,0.3631,6162,63.45,0.4851,239400,43.35,20000000,7700000,3.246,1.25,0.984,6193,113.4,233200,44.44,1.089,8.898,3.717,0,12,1.721843557,9.05
Case#4769,72070,0.0905,35,233300,30,55000,55010,104.5,28000000,16310000,957000,1778000,0.0007495,2316,7.50E-10,57660,3.238,4.047,0.3282,7397,76.16,0.4747,240600,45.79,28000000,9317000,3.786,1.26,0.9847,7449,115.9,233100,51.76,5.972,11.43,8.407,0,12,2.204947952,9.05
Case#4770,72070,0.0905,35,233300,30,55000,55010,104.5,36000000,22810000,956000,1789000,0.0009343,1394,9.34E-10,57660,3.238,4.047,0.2922,8318,85.64,0.4571,241500,48.21,36000000,10750000,4.328,1.292,0.9852,8388,118,233100,59.78,11.57,13.47,12.49,0,12,2.742245732,9.05
Case#4771,72070,0.0905,35,233300,30,55000,55010,104.5,44000000,28990000,771500,1495000,0.001005,830.7,1.01E-09,57660,3.238,4.047,0.2523,8881,91.45,0.4283,242100,50.38,44000000,13150000,4.954,1.481,0.9856,8937,119.7,233200,67,16.61,15.17,15.88,0,12,3.264272041,9.05
Case#4772,72070,0.0905,35,233300,30,55000,55010,104.5,52000000,32100000,544700,1102000,0.0009772,562.9,9.77E-10,57660,3.238,4.047,0.2147,9149,94.2,0.3961,242500,51.84,52000000,18770000,5.683,2.051,0.9858,9205,120.9,233300,70.21,18.37,16.38,17.35,0,12,3.508580173,9.05
Case#4773,72070,0.0905,35,233300,30,55000,55010,106,28000000,14670000,978000,1815000,0.0008077,2027,8.08E-10,57660,3.238,4.047,0.3186,7685,79.13,0.4708,240800,46.46,28000000,10870000,3.643,1.414,0.9849,7742,116.5,233100,49.54,3.078,10.53,6.057,0,12,1.908913468,9.05
Case#4774,72070,0.0905,35,233300,30,55000,55010,106,36000000,21320000,927600,1746000,0.0009612,1239,9.61E-10,57660,3.238,4.047,0.2837,8473,87.24,0.4516,241700,48.73,36000000,12320000,4.249,1.454,0.9853,8544,118.4,233100,57.78,9.05,12.38,10.63,0,12,2.516228018,9.05
Case#4775,72070,0.0905,35,233300,30,55000,55010,106,44000000,27800000,745900,1453000,0.001005,789.8,1.01E-09,57660,3.238,4.047,0.2479,8922,91.87,0.4248,242200,50.58,44000000,14430000,4.931,1.617,0.9856,8978,119.8,233200,65.45,14.87,13.83,14.34,0,12,3.115893297,9.05
Case#4776,72070,0.0905,35,233300,30,55000,55010,106,52000000,30880000,532500,1080000,0.0009743,552.8,9.74E-10,57660,3.238,4.047,0.2127,9159,94.31,0.3943,242500,51.9,52000000,20020000,5.677,2.186,0.9858,9215,120.9,233300,68.7,16.79,14.93,15.85,0,12,3.371547112,9.05
Case#4777,72070,0.0905,35,233300,40,55000,55010,103,20000000,5528000,2505000,3783000,0.001433,3973,1.43E-09,57660,3.238,4.047,0.373,5739,59.09,0.4866,238100,43.49,20000000,6436000,3.485,1.122,0.9837,5768,112.6,232400,47.45,3.966,9.596,6.372,0,12,0.963234013,9.05
Case#4778,72070,0.0905,35,233300,40,55000,55010,103,28000000,10730000,2865000,4199000,0.002131,2644,2.13E-09,57660,3.238,4.047,0.3375,7068,72.78,0.4775,239300,45.5,28000000,7985000,3.961,1.13,0.9846,7117,115.3,232200,54.2,8.699,12.34,10.42,0,12,1.518109791,9.05
Case#4779,72070,0.0905,35,233300,40,55000,55010,103,36000000,16820000,3010000,4372000,0.002914,1571,2.91E-09,57660,3.238,4.047,0.3001,8142,83.83,0.4615,240300,47.84,36000000,9409000,4.422,1.156,0.9851,8195,117.6,232100,61.79,13.94,14.58,14.26,0,12,2.065831491,9.05
Case#4780,72070,0.0905,35,233300,40,55000,55010,103,44000000,22470000,2915000,4291000,0.00347,862.8,3.47E-09,57660,3.238,4.047,0.2566,8849,91.12,0.432,241100,50.26,44000000,12060000,4.972,1.363,0.9855,8907,119.5,232200,68.44,18.18,16.54,17.35,0,12,2.539269974,9.05
Case#4781,72070,0.0905,35,233300,40,55000,55010,103,52000000,25600000,2731000,4094000,0.003617,545.1,3.62E-09,57660,3.238,4.047,0.2172,9167,94.39,0.3989,241600,51.85,52000000,17530000,5.672,1.912,0.9858,9226,120.8,232300,71.78,19.93,17.84,18.86,0,12,2.792625723,9.05
Case#4782,72070,0.0905,35,233300,40,55000,55010,104.5,20000000,3905000,2620000,3918000,0.001607,3586,1.61E-09,57660,3.238,4.047,0.3632,6126,63.08,0.4845,238500,44.02,20000000,7650000,3.265,1.249,0.984,6158,113.4,232300,45.25,1.228,8.923,3.88,0,12,0.637446947,9.05
Case#4783,72070,0.0905,35,233300,40,55000,55010,104.5,28000000,9200000,2926000,4270000,0.002336,2337,2.34E-09,57660,3.238,4.047,0.3282,7375,75.94,0.4743,239600,46.07,28000000,9285000,3.797,1.259,0.9847,7429,116,232200,52.15,6.076,11.46,8.485,0,12,1.247457627,9.05
Case#4784,72070,0.0905,35,233300,40,55000,55010,104.5,36000000,15440000,3011000,4376000,0.003055,1401,3.06E-09,57660,3.238,4.047,0.2922,8311,85.57,0.4569,240500,48.33,36000000,10740000,4.332,1.292,0.9852,8383,118,232100,59.97,11.64,13.5,12.55,0,12,1.857778847,9.05
Case#4785,72070,0.0905,35,233300,40,55000,55010,104.5,44000000,21420000,2898000,4269000,0.0035,818.3,3.50E-09,57660,3.238,4.047,0.2524,8894,91.57,0.4287,241200,50.45,44000000,13160000,4.947,1.48,0.9856,8952,119.7,232200,67.09,16.63,15.19,15.9,0,12,2.40836519,9.05
Case#4786,72070,0.0905,35,233300,40,55000,55010,104.5,52000000,24400000,2720000,4082000,0.003619,533,3.62E-09,57660,3.238,4.047,0.2151,9179,94.51,0.3971,241600,51.93,52000000,18750000,5.665,2.043,0.9858,9238,120.9,232300,70.31,18.38,16.4,17.37,0,12,2.658241639,9.05
Case#4787,72070,0.0905,35,233300,40,55000,55010,106,28000000,7473000,2972000,4323000,0.002544,2047,2.54E-09,57660,3.238,4.047,0.3186,7665,78.92,0.4705,239900,46.67,28000000,10830000,3.653,1.413,0.9849,7724,116.6,232100,49.85,3.171,10.55,6.14,0,12,0.974951076,9.05
Case#4788,72070,0.0905,35,233300,40,55000,55010,106,36000000,13890000,2999000,4367000,0.003183,1243,3.18E-09,57660,3.238,4.047,0.2838,8469,87.2,0.4516,240700,48.83,36000000,12310000,4.251,1.454,0.9853,8543,118.4,232100,57.93,9.099,12.41,10.67,0,12,1.640099185,9.05
Case#4789,72070,0.0905,35,233300,40,55000,55010,106,44000000,20150000,2881000,4251000,0.003523,780.5,3.52E-09,57660,3.238,4.047,0.2485,8932,91.96,0.4256,241200,50.62,44000000,14440000,4.926,1.616,0.9856,9010,119.8,232200,65.47,14.85,13.85,14.34,0,12,2.255933721,9.05
Case#4790,72070,0.0905,35,233300,40,55000,55010,106,52000000,23180000,2710000,4071000,0.003619,522,3.62E-09,57660,3.238,4.047,0.2131,9190,94.63,0.3953,241600,51.99,52000000,20010000,5.658,2.177,0.9858,9249,120.9,232300,68.8,16.8,14.95,15.86,0,12,2.522306855,9.05
Case#4791,72070,0.0905,35,233300,50,55000,55010,103,28000000,3455000,4585000,5884000,0.00494,2659,4.94E-09,57660,3.238,4.047,0.3375,7053,72.62,0.4772,237900,45.7,28000000,7961000,3.97,1.129,0.9846,7104,115.4,230800,54.5,8.807,12.4,10.5,0,12,0.48986247,9.05
Case#4792,72070,0.0905,35,233300,50,55000,55010,103,36000000,9386000,4758000,6061000,0.006815,1587,6.82E-09,57660,3.238,4.047,0.3,8125,83.66,0.4611,238800,47.94,36000000,9390000,4.431,1.156,0.9851,8180,117.6,230600,62.02,14.09,14.64,14.36,0,12,1.1552,9.05
Case#4793,72070,0.0905,35,233300,50,55000,55010,103,44000000,14810000,4734000,6048000,0.008377,872.1,8.38E-09,57660,3.238,4.047,0.2563,8840,91.02,0.4316,239600,50.3,44000000,12110000,4.977,1.37,0.9855,8900,119.6,230700,68.56,18.26,16.6,17.41,0,12,1.675339367,9.05
Case#4794,72070,0.0905,35,233300,50,55000,55010,103,52000000,17760000,4632000,5961000,0.009074,548.6,9.07E-09,57660,3.238,4.047,0.2173,9164,94.35,0.399,240000,51.87,52000000,17600000,5.675,1.921,0.9858,9225,120.9,230800,71.85,19.98,17.88,18.91,0,12,1.938018333,9.05
Case#4795,72070,0.0905,35,233300,50,55000,55010,104.5,28000000,1870000,4649000,5946000,0.00541,2356,5.41E-09,57660,3.238,4.047,0.3282,7356,75.74,0.474,238100,46.23,28000000,9252000,3.806,1.258,0.9847,7412,116,230700,52.42,6.186,11.51,8.574,0,12,0.254214247,9.05
Case#4796,72070,0.0905,35,233300,50,55000,55010,104.5,36000000,7963000,4767000,6069000,0.007162,1420,7.16E-09,57660,3.238,4.047,0.2922,8292,85.38,0.4566,239000,48.4,36000000,10710000,4.341,1.292,0.9852,8367,118.1,230600,60.18,11.78,13.55,12.65,0,12,0.960323203,9.05
Case#4797,72070,0.0905,35,233300,50,55000,55010,104.5,44000000,13730000,4725000,6041000,0.008477,827.9,8.48E-09,57660,3.238,4.047,0.2522,8884,91.48,0.4284,239600,50.49,44000000,13210000,4.953,1.487,0.9856,8944,119.7,230700,67.19,16.71,15.25,15.97,0,12,1.545475011,9.05
Case#4798,72070,0.0905,35,233300,50,55000,55010,104.5,52000000,16560000,4626000,5956000,0.009097,536.4,9.10E-09,57660,3.238,4.047,0.2152,9176,94.48,0.3972,240100,51.94,52000000,18820000,5.667,2.051,0.9858,9237,120.9,230800,70.37,18.43,16.44,17.41,0,12,1.804707934,9.05
Case#4799,72070,0.0905,35,233300,50,55000,55010,106,28000000,87970,4699000,6020000,0.005896,2069,5.90E-09,57660,3.238,4.047,0.3187,7643,78.7,0.4702,238400,46.8,28000000,10790000,3.663,1.411,0.9849,7704,116.6,230700,50.08,3.281,10.6,6.242,0,12,0.011509878,9.05
Case#4800,72070,0.0905,35,233300,50,55000,55010,106,36000000,6363000,4769000,6073000,0.007501,1262,7.50E-09,57660,3.238,4.047,0.2838,8450,87.01,0.4513,239100,48.88,36000000,12280000,4.26,1.453,0.9853,8526,118.5,230600,58.11,9.233,12.45,10.76,0,12,0.753017751,9.05
Case#4801,72070,0.0905,35,233300,50,55000,55010,106,44000000,12500000,4716000,6033000,0.008574,785.3,8.57E-09,57660,3.238,4.047,0.248,8927,91.91,0.425,239700,50.67,44000000,14470000,4.929,1.62,0.9856,8987,119.9,230700,65.64,14.96,13.9,14.43,0,12,1.400246443,9.05
Case#4802,72070,0.0905,35,233300,50,55000,55010,106,52000000,15320000,4620000,5950000,0.009117,525.1,9.12E-09,57660,3.238,4.047,0.2133,9187,94.59,0.3955,240100,52,52000000,20060000,5.66,2.184,0.9858,9248,121,230800,68.86,16.85,14.99,15.9,0,12,1.667573746,9.05
Case#4803,72070,0.0905,35,300000,40,55000,55010,103,20000000,8211000,1759000,2892000,0.0009681,3840,9.68E-10,57660,4.163,5.203,0.3921,5872,60.46,0.4826,305300,45.93,20000000,6599000,3.406,1.124,0.9829,5914,110.8,299400,48.66,2.724,7.833,4.837,0,12,1.398331063,9.05
Case#4804,72070,0.0905,35,300000,40,55000,55010,103,28000000,14570000,1875000,3056000,0.001223,2756,1.22E-09,57660,4.163,5.203,0.3653,6956,71.62,0.4725,306400,47.92,28000000,7855000,4.025,1.129,0.9838,7016,113.3,299400,55.14,7.218,10.26,8.648,0,12,2.094594595,9.05
Case#4805,72070,0.0905,35,300000,40,55000,55010,103,36000000,21390000,1893000,3094000,0.001489,1840,1.49E-09,57660,4.163,5.203,0.3365,7872,81.05,0.4579,307300,49.88,36000000,8990000,4.573,1.142,0.9844,7928,115.4,299400,61.86,11.98,12.39,12.18,0,12,2.71722561,9.05
Case#4806,72070,0.0905,35,300000,40,55000,55010,103,44000000,27790000,1756000,2933000,0.001699,1093,1.70E-09,57660,4.163,5.203,0.2992,8619,88.75,0.432,308200,51.93,44000000,10980000,5.105,1.274,0.9849,8680,117.6,299500,67.84,15.91,14.61,15.25,0,12,3.224271957,9.05
Case#4807,72070,0.0905,35,300000,40,55000,55010,103,52000000,32460000,1510000,2637000,0.001746,657.5,1.75E-09,57660,4.163,5.203,0.2566,9055,93.23,0.3962,308700,53.56,52000000,15050000,5.743,1.662,0.9853,9116,119.5,299600,71.85,18.29,16.51,17.39,0,12,3.584759801,9.05
Case#4808,72070,0.0905,35,300000,40,55000,55010,104.5,20000000,6802000,1813000,2968000,0.001063,3401,1.06E-09,57660,4.163,5.203,0.3818,6312,64.99,0.479,305800,46.72,20000000,7871000,3.169,1.247,0.9833,6336,111.8,299400,47.16,0.4403,7.289,2.44,0,12,1.077629911,9.05
Case#4809,72070,0.0905,35,300000,40,55000,55010,104.5,28000000,13180000,1895000,3087000,0.001319,2412,1.32E-09,57660,4.163,5.203,0.3556,7300,75.16,0.4681,306700,48.61,28000000,9177000,3.836,1.257,0.984,7363,114,299400,53.66,5.048,9.529,7.053,0,12,1.805479452,9.05
Case#4810,72070,0.0905,35,300000,40,55000,55010,104.5,36000000,20150000,1873000,3073000,0.001557,1616,1.56E-09,57660,4.163,5.203,0.3275,8097,83.36,0.4523,307600,50.43,36000000,10270000,4.446,1.269,0.9846,8152,116,299400,60.55,10.12,11.48,10.78,0,12,2.488576016,9.05
Case#4811,72070,0.0905,35,300000,40,55000,55010,104.5,44000000,26750000,1727000,2896000,0.001719,1009,1.72E-09,57660,4.163,5.203,0.293,8703,89.61,0.4272,308300,52.21,44000000,12110000,5.056,1.391,0.985,8763,117.9,299500,66.76,14.55,13.42,13.98,0,12,3.073652763,9.05
Case#4812,72070,0.0905,35,300000,40,55000,55010,104.5,52000000,31140000,1485000,2600000,0.001743,629.2,1.74E-09,57660,4.163,5.203,0.2524,9083,93.52,0.3924,308700,53.69,52000000,16450000,5.725,1.811,0.9854,9143,119.7,299600,70.54,16.86,15.17,16,0,12,3.428382693,9.05
Case#4813,72070,0.0905,35,300000,40,55000,55010,106,28000000,11570000,1901000,3100000,0.001413,2090,1.41E-09,57660,4.163,5.203,0.3454,7622,78.48,0.4629,307100,49.3,28000000,10740000,3.673,1.409,0.9843,7690,114.8,299400,51.97,2.668,8.785,5.133,0,12,1.517974285,9.05
Case#4814,72070,0.0905,35,300000,40,55000,55010,106,36000000,18700000,1842000,3037000,0.001616,1412,1.62E-09,57660,4.163,5.203,0.3179,8300,85.46,0.4459,307800,50.98,36000000,11810000,4.337,1.422,0.9847,8356,116.6,299400,59.03,8.052,10.56,9.249,0,12,2.253012048,9.05
Case#4815,72070,0.0905,35,300000,40,55000,55010,106,44000000,25570000,1692000,2852000,0.001732,933.6,1.73E-09,57660,4.163,5.203,0.2869,8779,90.39,0.4222,308400,52.47,44000000,13390000,5.012,1.525,0.9851,8838,118.2,299500,65.55,13.07,12.22,12.64,0,12,2.912632418,9.05
